學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,111,化學,1,未分類,"1. 下列反應式平衡後(最簡整數),其係數總和為多少? – Al + HO– + H2O → Al(OH)4 + H2 (A) 7 (B) 10 (C) 15 (D) 21",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q001\CMU_111_chem_q001_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,2,酸鹼/溶液,"2. 0.0035 M 的某化合物水溶液其pH 值為2.46,則該化合物是? (A) 弱酸 (B) 強酸 (C) 弱鹼 (D) 強鹼",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q002\CMU_111_chem_q002_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,3,未分類,"3. 關於錯離子Co(en)2Cl2+的敘述下列何者正確?(en = ethylenediamine, NH2CH2CH2NH2) (A) 中心原子Co 為Co(I) (B) 因en 是強場配位基,所以此錯離子為順磁性 (C) 此錯離子具幾何異構物,但不具光學異構物 (D) 此錯離子具兩個幾何異構物及兩個光學異構物",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q003\CMU_111_chem_q003_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,4,未分類,4. 弱場(weak field)錳錯離子[MnCl6]3–中有多少未成對電子? (A) 0 (B) 2 (C) 4 (D) 5,C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q004\CMU_111_chem_q004_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,5,未分類,"5. 化學反應2A  C 其ln[A]對時間(time)作圖的結果如下所示,請問圖中直線的斜率為何? ln[A] time (A) –k (B) –1/k (C) 1/k (D) k",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q005\CMU_111_chem_q005_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,6,未分類,"6. 可以用量子數n = 3,l = 2 來描述的電子有幾個? (A) 2 (B) 6 (C) 10 (D) 18",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q006\CMU_111_chem_q006_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,7,未分類,"7. 世界各國為了減少二氧化碳的排放量,以減緩溫室效應持續惡化,擬開徵碳排放稅。若 在25 °C、1 atm 下,每排放1 m3 CO2 課稅1 元,則在購買內裝有13.2 kg 液化丙烷的瓦 斯鋼瓶時,需附帶繳交多少元碳稅? (A) 7 (B) 12 (C) 22 (D) 25",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q007\CMU_111_chem_q007_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,8,未分類,"8. 化合物IF3 與IF5 中心碘原子的混成軌域分別為 (A) sp3d,sp3d (B) sp 3d,sp3d2 (C) sp 3d2,sp3d (D) sp 3d 2,sp3d2",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q008\CMU_111_chem_q008_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,9,未分類,"9. H (kJ/mol) 2ClF + O2  Cl2O + F2O 167.4 2ClF3 + 2O2  Cl2O + 3F2O 341.4 2F2 + O2  2F2O –43.4 由上列三個反應式,計算以下反應的H ClF + F2  ClF3 (A) –217.4 kJ/mol (B) –108.7 kJ/mol (C) +108.7 kJ/mol (D) +217.4 kJ/mol",B,官方釋疑更正,已查官方釋疑公告，已套用更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q009\CMU_111_chem_q009_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,10,未分類,10. Au3+與Ni2+的還原電位如下所示: Au3+ + 3e–  Au E° = +1.50 V Ni2+ + 2e–  Ni E° = –0.23 V 請問下列反應於25 °C 時的G°為何? 2Au3+ + 3Ni  3Ni2+ + 2Au (A) –1.00  103 kJ (B) –1.67  102 kJ (C) +1.67  102 kJ (D) +1.00  103 kJ,A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q010\CMU_111_chem_q010_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,11,未分類,"11. 對於1 莫耳氣體從狀態A 膨脹到狀態B 的過程,下列何者為正確? (A) 氣體的最終體積與路徑有關 (B) 無論路徑為何,該過程中所作的功是相同的 (C) 當氣體從狀態A 膨脹到狀態B 時,周圍環境對系統作功 (D) 過程中釋放的熱量與路徑有關",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q011\CMU_111_chem_q011_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,12,未分類,"12. 假設戊烷(C5H12)和己烷(C6H14)混合後的溶液為理想溶液,當己烷在混合溶液中的莫耳分率 為0.50 時,試計算該溶液在25 °C 下,液面上蒸氣中戊烷的莫耳分率。(戊烷和己烷在25 °C 下的蒸汽壓分別為511 torr 和150 torr) (A) 0.23 (B) 0.50 (C) 0.77 (D) 0.89",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q012\CMU_111_chem_q012_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,13,酸鹼/溶液,13. 將20.0 克硝酸銨(NH4NO3)溶於水形成250.0 毫升的溶液(此溶液稱為A)。取20.0 毫升溶 液A 並加水至總體積為80.0 毫升(此溶液稱為B)。取15.0 毫升溶液B 並加入25.0 毫升水 (此溶液稱為C)。混合10.0 毫升溶液B 和10.0 毫升溶液C(稱為溶液D)。請問溶液D 硝酸 銨的濃度是多少? (A) 0.15 M (B) 0.20 M (C) 0.25 M (D) 1.00 M,B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q013\CMU_111_chem_q013_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,14,未分類,"14. 某1.50 克的化合物溶於100.0 克的水中,此溶液的凝固點為 –0.190 °C。請問此化合物的 分子量為何?(水的Kf = 1.86 °C /m) (A) 1.50 g/mol (B) 4.7 g/mol (C) 147 g/mol (D) 189 g/mol",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q014\CMU_111_chem_q014_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,15,酸鹼/溶液,"15. 將25.0 毫升的0.200 M 鹽酸水溶液、75.0 毫升的0.100 M 氫氧化鈉水溶液及50.0 毫升的 0.200 M 磷酸二氫鈉水溶液混合後,所得之溶液其pH 值為何? (H3PO4 的Ka1 = 7.5 × 10–3,Ka2 = 6.2 × 10–8,Ka3 = 4.8 × 10–13) (A) 1.65 (B) 4.32 (C) 5.18 (D) 6.73",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q015\CMU_111_chem_q015_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,111,化學,16,未分類,16. 下列反應生成主要產物結構為何? (A) (B) (C) (D),D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\111\chemistry\q016\CMU_111_chem_q016_full.png,,待複習,,中國醫111化學完整題圖；每題單張圖片包含題幹與所有選項。
