學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,107,化學,1,未分類,"1. 依據下列化學反應方程式: 在標準狀態(STP)下加入氫氣4.0 L,如果氫氣全部反應完,則會產生多少公升的氨氣? 氣體常數 R = 0.082 L・atm/K・mol (A) 3.5 L (B) 2.7 L (C) 8.3 L (D) 1.4 L (E) 5.7 L",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q001\CMU_107_chem_q001_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,2,未分類,"2. 將下列反應方程式進行最小整數比平衡,何者選項正確? (A) a = 3 (B) b = 4 (C) d = 3 (D) e = 1 (E) f = 6",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q002\CMU_107_chem_q002_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,3,未分類,"3. 根據價電子互斥理論(VSEPR),下列分子形狀敘述何者正確? (A) I3– 直線型 (linear) (B) H2O 直線型 (linear) (C) NH3 平面三角形 (trigonal planar) (D) SF4 平面四邊形 (square planar) (E) XeF4 正四面體 (tetrahedral)",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q003\CMU_107_chem_q003_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,4,未分類,4. 下列元素之電子組態(electron configuration)何者正確? (A) Cu:[Ar] 4s23d9 (B) Br:[Ar]4s13d104p6 (C) Mn:[Ar]4s23d5 (D) O: [Ne]2s22p4 (E) Pd:[Kr]5s24d8,E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q004\CMU_107_chem_q004_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,5,未分類,"5. 下列元素依照游離能(ionization energy)由小至大排列,下列選項何者正確? (I) 氦 (II) 氮 (III) 氧 (IV) 鎂 (V) 磷 (VI)氟 (A) I<II<III<VI<IV<V (B) IV<V<III<II<VI<I (C) V<IV<VI<III<II<I (D) IV<V<II<III<VI<I (E) I<VI<III<II<V<IV",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q005\CMU_107_chem_q005_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,6,未分類,"6. 下列光波依照波長由長至短排列,下列選項何者正確? (I) 無線電波(radio) (II) X 射線(x ray) (III) 可見光(visible light) (IV) 微波(microwave) (V) 紫外光(ultraviolet) (A) I<III<IV<V<II (B) II<V<III<IV<I (C) I<II<III<IV<V (D) III<I<IV<V<II (E) I<IV<III<V<II",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q006\CMU_107_chem_q006_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,7,未分類,7. 下列反應式之平衡常數表示何者有誤? (A) (B) (C) (D) (E),B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q007\CMU_107_chem_q007_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,8,未分類,"8. 下列分子中,幾個具有順磁性 (paramagnetism)? (a) N2 (b) O2 (c) CO (d) F2 (e) C2+ (f) O22+ (g) NO+ (h) B2– (i) HF (j) NO– (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q008\CMU_107_chem_q008_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,9,鍵結/光譜,"9. 下列敘述何者正確? (A) [CoF6]3–具有逆磁性(diamagnetism) (B) 一般來說碘離子屬於強場配體(strong-field ligand) (C) 過渡金屬錯合物結構中,四面體(tetrahedral)與八面體(octahedral)在分子軌域 (molecular orbital)中,d 軌域的能階的排序為相同 (D) Ni2+之錯合物,配體不管是強場或是弱場,都具有順磁性(paramagnetism) (E) [PtCl4]2–具有順磁性",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q009\CMU_107_chem_q009_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,10,未分類,10. 下列敘述何者有誤? (A) 體心立方(body-centered cubic)的有效佔用體積(packing efficiency)為68% (B) 簡單立方(simple cubic)的有效佔用體積為52% (C) 面心立方(face-centered cubic)的配位數(coordination number)為8 (D) 面心立方的單位晶格原子數(atom per unit cell)為3 (E) 簡單立方的配位數為6,C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q010\CMU_107_chem_q010_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,11,未分類,11. 下列結構何者正確?,A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q011\CMU_107_chem_q011_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,12,未分類,"12. 下列關於自由能(free energy)的敘述何者正確? (A) 當∆H < 0、∆S < 0,在高溫的情況下∆G < 0 (B) 當∆H > 0、∆S < 0,在任意溫度下∆G < 0 (C) 當∆H < 0、∆S > 0,在高溫下會屬於非自發反應(nonspontaneous reaction) (D) 當∆H > 0、∆S > 0,在低溫下會屬於自發反應(spontaneous reaction) (E) 當∆H < 0、∆S < 0,在任意溫度下屬於自發反應",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q012\CMU_107_chem_q012_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,13,未分類,13. 下列結構與命名何者有誤?,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q013\CMU_107_chem_q013_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,14,未分類,"14. 根據費雪投影式(Fischer projection),下列掌性分子中,何者立體組態(stereo- configuration)與其它分子相異?",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q014\CMU_107_chem_q014_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,15,未分類,"15. 右圖為某一個反應之反應能量圖(energy reaction diagram): 下列關於這個反應的敘述何者正確? (A) b 為焓(enthalpy) (B) 反應是否容易進行取決於c (C) c 為焓的話,數值應該為負數 (D) a 點為反應中間體(intermediate) (E) 此反應應該是吸熱反應(endothermic reaction)",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q015\CMU_107_chem_q015_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,16,未分類,16. 下列反應式何者正確?,D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q016\CMU_107_chem_q016_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,17,未分類,"17. 下列反應方程式中,試劑C 為何? (A) Pd/C, H2 (B) Lindlar’s catalyst, H2 (C) HBr (D) Na/NH3(l) (E) Raney nickel, H2",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q017\CMU_107_chem_q017_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,18,未分類,18. 關於下列化合物的敘述何者正確?,A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q018\CMU_107_chem_q018_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,19,未分類,"19. 下列元素依照電負度(electronegativity)由大至小排列,下列選項何者正確? (I) F (II) N (III) P (IV) Hg (V) Na (A) I>II>III>IV>V (B) I>III>II>V>IV (C) I>II>III>V>IV (D) I>III>II>IV>V (E) I>IV>II>III>V",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q019\CMU_107_chem_q019_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,20,未分類,"20. 下列反應方程式中,試劑B 為何? (A) H2O2 / NaOH (B) mCPBA / AcOH (C) Zn / CH2I2 (D) CCl2HCOCl / Et3N (E) CH2N2 / Pd(OAc)2",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q020\CMU_107_chem_q020_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,21,未分類,"21. 經由下列反應後生成化合物S,請問化合物S 之結構為何?",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q021\CMU_107_chem_q021_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,22,未分類,"22. 環戊酮經下列反應生成化合物A,請問化合物A 之結構為何?",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q022\CMU_107_chem_q022_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,23,未分類,"23. 下列化合物請依照沸點由低至高的順序排列,下列選項何者正確? (A) II < I < IV < III < V (B) I < II < IV < III < V (C) V < III < IV < I < II (D) I < II < IV < V < III (E) I < II < III < IV < V",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q023\CMU_107_chem_q023_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,24,未分類,"24. 經由下列反應後生成化合物T,請問化合物T 之結構為何?",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q024\CMU_107_chem_q024_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,25,鍵結/光譜,25. 利用分子軌域模型(molecular orbital model)預測N2+離子之鍵級(bond order)為? (A) 1.5 (B) 2 (C) 2.5 (D) 3 (E) 3.5,E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q025\CMU_107_chem_q025_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,26,未分類,"26. 經由下列反應後生成化合物U,請問化合物U 之結構為何?",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q026\CMU_107_chem_q026_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,27,未分類,27. 下列反應中化合物I 到V 之結構何者正確?,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q027\CMU_107_chem_q027_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,28,酸鹼/溶液,"28. 下列反應方程式中,反應條件M 為何? (A)  tBuOK;  cyclohexanone;  H3O+ (B)  Cyclohexyl lithium;  H3O+ (C)  NaOH;  PCC;  Zn/ H3O+ (D)  PPh3;  nBuLi;  cyclohexanone (E)  NaCN;  H2O/ H3O+;  LAH;  PCC;  PPh3",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q028\CMU_107_chem_q028_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,29,未分類,"29. 溴化丙烷經下列反應後生成化合物D,請問化合物D 之結構為何?",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q029\CMU_107_chem_q029_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,30,未分類,30. 下列化合物命名縮寫何者有誤?,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q030\CMU_107_chem_q030_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,31,未分類,31. 請問下列反應得到的主要產物E 之結構為何?,A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q031\CMU_107_chem_q031_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,32,未分類,32. 下列反應式何者正確?,C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q032\CMU_107_chem_q032_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,33,未分類,33. 下列反應式何者正確?,C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q033\CMU_107_chem_q033_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,34,未分類,"34. 下列反應式中,R 基團可能為何? (A) NHSO2CH3 (B) NH2 (C) NO2 (D) NHCOCH3 (E) N3",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q034\CMU_107_chem_q034_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,35,未分類,"35. 經由下列反應後生成化合物F,請問化合物F 之結構為何?",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q035\CMU_107_chem_q035_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,36,未分類,"36. 有一名學生進行反應得到化合物J,請問J 之結構為何?",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q036\CMU_107_chem_q036_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,37,未分類,"37. 下列反應方程式中,試劑G 為何? (A) N2H4, then NaOH (B) LAH, then H3O+ (C) Raney nickel / H2 (D) Ag(NH3)+ / KOH (E) MeOH / H3O+",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q037\CMU_107_chem_q037_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,38,鍵結/光譜,"38. 某化合物O 之NMR 氫譜的數據如下所示,請推斷其結構為何? 1H NMR  (ppm) 7.28 (m, 5H), 4.59 (br, 1H), 3.91 (d, 2H), 2.28 (m, 1H), 1.2 (d, 3H)",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q038\CMU_107_chem_q038_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,107,化學,39,未分類,"39. 有一位學生上網發現了一個有趣的反應式,請問化合物H 之結構為何?",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\107\chemistry\q039\CMU_107_chem_q039_full.png,,待複習,,中國醫107化學完整題圖；每題單張圖片包含題幹與所有選項。
