學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,113,化學,1,未分類,1. 下列反應何者可以得到預期產物? (A) (B) (C) (D),D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q001\CMU_113_chem_q001_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,2,未分類,2. 下列化合物進行單一烷基化之產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q002\CMU_113_chem_q002_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,3,未分類,3. 下列反應之產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q003\CMU_113_chem_q003_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,4,未分類,4. 下列化合物的名稱何者有誤? (A) (B) (C) (D),C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q004\CMU_113_chem_q004_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,5,未分類,5. 下列人名反應何者產物不是醛? (A) Gattermann-Koch 反應 (B) Kolbe-Schmitt 反應 (C) Reimer-Tiemann 反應 (D) Rosenmund 還原反應,A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q005\CMU_113_chem_q005_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,6,鍵結/光譜,6. 下列化合物含有多少個掌性中心(chiral center)? (A) 2 (B) 3 (C) 4 (D) 5,C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q006\CMU_113_chem_q006_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,7,未分類,7. 下列哪個反應的產物所含碳原子數目與起始物不同? (A) (B) (C) (D),A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q007\CMU_113_chem_q007_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,8,未分類,"8. 下列反應所使用的最佳試劑為何? (A) HBr, ROOR, ∆ (B) 1) HBr, 2) H2, Pd/C (C) 1) Br2, 2) H2, Pd/C (D) 1) H2, Pd/C, 2) Br2, hν",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q008\CMU_113_chem_q008_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,9,未分類,9. 下列化合物進行消去反應的主要產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q009\CMU_113_chem_q009_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,113,化學,10,未分類,10. 下列化合物(I-IV)的pKa 由大到小依序為: (A) III > I > II > IV (B) III > II > I > IV (C) IV > I > II > III (D) IV > II > I > III,B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\113\chemistry\q010\CMU_113_chem_q010_full.png,,待複習,,中國醫113化學完整題圖；每題單張圖片包含題幹與所有選項。
