學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,109,化學,1,未分類,1. 下列化合物中有幾個是共平面的分子? F2O、Cl2CO、H2C=CH2、H2C=C=CH2、XeF4、CH4、H2O2 (A) 3 (B) 4 (C) 5 (D) 6 (E) 7,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q001\CMU_109_chem_q001_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,2,未分類,2. 試問K3[Fe(CN)6]有幾個不成對電子? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5,D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q002\CMU_109_chem_q002_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,3,酸鹼/溶液,"3. 將壓力為1.17 atm 的0.8 L 氯化氫氣體加入體積為750 mL 的32 C 水中,假設所形成水 溶液的體積和溫度不變,其pH 值為多少?(氣體常數為0.082 atmL,log 2 = 0.301、log 3 = 0.477、log 7 = 0.845) (A) 0.699 (B) 1.301 (C) 1.477 (D) 1.699 (E) 1.845",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q003\CMU_109_chem_q003_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,4,未分類,"4. NH3 可以從N2 和H2 生成,其平衡反應式為:N2 + 3H2 2NH3,平衡常數K = 2.3  106。若將各別為1.0 mol 的反應物和產物加入1.0 L 的容器內進行反應,達平衡時H2 的 濃度為多少(M)? (A) 0.5 (B) 1.0 (C) 1.5 (D) 2.0 (E) 2.5",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q004\CMU_109_chem_q004_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,5,未分類,5. 下列哪一個化合物是順磁物質? (A) O2 (B) CO (C) N2O4 (D) Ni(CO)4 (E) [Co(NH3)6]Cl3,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q005\CMU_109_chem_q005_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,6,未分類,6. 下列哪一個物質的沸點最低? (A) Et3NBF3 (B) C3H7OH (C) CH2Cl2 (D) P2O5 (E) KCl,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q006\CMU_109_chem_q006_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,7,未分類,7. 從下列哪一個離子移走其最外層價電子時需要最大的能量? (A) Na+ (B) F− (C) K+ (D) Cl− (E) Mg2+,E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q007\CMU_109_chem_q007_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,8,未分類,8. 下列哪一個化合物是非極性分子? (A) H2O (B) ICl3 (C) SF2 (D) NCl3 (E) CCl4,A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q008\CMU_109_chem_q008_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,9,未分類,"9. 化合物H2Cr2O7 和HCl 反應可得CrCl3、Cl2 和H2O,該反應式經平衡後,所有係數的總和 為多少? (A) 12 (B) 13 (C) 23 (D) 24 (E) 25",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q009\CMU_109_chem_q009_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,10,未分類,"10. 空氣中氧氣的含量約為21%,試問在1 atm 下,2 L 空氣在27 C 時含有幾克的氧氣?(氣 體常數為0.082 atmL) (A) 0.55 (B) 1.81 (C) 2.60 (D) 5.46 (E) 6.07",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q010\CMU_109_chem_q010_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,11,未分類,"11. 下列哪一組數字是不存在的量子數組合(n, l, m, s)? (A) (5, 3, 2, –1/2) (B) (4, 0, 0, –1/2) (C) (3, 1, 1, 1/2) (D) (2, 2, 1, 1/2) (E) (1, 0, 0, 1/2)",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q011\CMU_109_chem_q011_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,12,未分類,"12. 鉻金屬的原子量為52.0 g/mol,晶格為體心立方,其原子半徑為1.25 Å,試計算其密度 (g/cm3)。(√2 = 1.414、√3 = 1.732) (A) 2.76 (B) 3.59 (C) 5.52 (D) 7.20 (E) 7.81",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q012\CMU_109_chem_q012_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,13,鍵結/光譜,"13. 當氧氣分子失去一個電子形成O2+時,其化學鍵的鍵級(bond order)為多少? (A) 1 (B) 1.5 (C) 2 (D) 2.5 (E) 3",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q013\CMU_109_chem_q013_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,109,化學,14,未分類,"14. 燃燒氯化銅會看到明顯的藍光,這是氯化銅燃燒時發生下列哪一個作用所造成的現象? (A) 放出藍光 (B) 吸收藍光 (C) 反射藍光 (D) 吸收橘光 (E) 吸收黃光",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\109\chemistry\q014\CMU_109_chem_q014_full.png,,待複習,,中國醫109化學完整題圖；每題單張圖片包含題幹與所有選項。
